Country,Date,Time,Year,Site,Cluster,Plot,Latitude,Longitude,Altitude,Accuracy,Photo,SlopeDn,SlopeUp,AvSlope,MajLform,LformDes,PosTopoSeq,PlotCultMgd,Trees,Shrubs,LandOwnership,SEVEREEROS,SWCDescr,AvShrubDensity,AvTreeDensity,VegStructure,ImpactTreeCutting,ImpactAgric,ImpactGrazing,ImpactFire,ImpactUrban,ImpactIndustry,ImpactErosion,ImpactAlienVeg,ImpactCollecting,ImpactOther,fym,freq,fert,fallow,Brnt,KEY,notes1,notes2,LDSFID,LandUse,Crop,Age,Rotation,Intercrping,BrntFreq,FallowYrs
Kenya,29-Mar-19,4:28:00 PM,2019,KuboSouth,12,13,-4.31344,39.4313,145.1,5,media/1553866155794.jpg,9,9,9,sloping,medium_gradient_hill,midslope,no,yes,yes,government,0,none,400,475,bushland,0,0,2,0,0,0,1,1,0,0,,,,,,uuid:1987bc25-9dbb-4261-a2ed-a1b65e8130fd,Cumass 50 cm,,,pasture_rangeland,,,,,,
Kenya,10-Apr-19,11:02:00 AM,2019,KuboSouth,13,1,-4.37192,39.4545,62.8,5,media/1554883412618.jpg,8,7,7.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,0,25,grassland,0,1,1,3,0,0,1,0,0,0,yes,Annually,yes,yes,yes,uuid:9effd15b-93cf-4653-82ea-af3d7ea5d69d,Cumass 50 cm,,,annual_agroforestry,"Maize, green grams, cowpeas, casava",50,yes,,,
Kenya,10-Apr-19,12:48:00 PM,2019,KuboSouth,13,2,-4.36864,39.4535,55,5,media/1554889770405.jpg,2,3,2.5,sloping,valley,bottomland,yes,yes,yes,private,0,none,0,125,cropland,0,3,1,0,0,0,1,2,0,0,yes,,yes,no,no,uuid:b627c35b-4c5c-482c-b21a-04c9d597526f,Cumass 80 cm,,,annual_agroforestry,"Maize, cowpeas, Green grams",50,yes,,,
Kenya,10-Apr-19,9:50:00 AM,2019,KuboSouth,13,3,-4.37323,39.451,66.7,5,media/1554879127393.jpg,1,0,0.5,sloping,low_gradient_hill,bottomland,no,yes,yes,private,0,none,225,300,bushland,0,0,1,0,0,0,0,2,1,0,,,,,,uuid:686a391a-3674-4213-8abf-7db00d2f1197,"Cumass 50 cm,infiltration",,,fallow,,,,,,
Kenya,10-Apr-19,12:22:00 PM,2019,KuboSouth,13,6,-4.36938,39.4549,53.1,5,media/1554888186368.jpg,3,5,4,sloping,low_gradient_hill,footslope,yes,yes,yes,private,0,none,75,75,cropland,0,3,0,0,0,0,1,2,0,0,yes,,yes,no,no,uuid:a243cebb-430e-4ffd-aa34-33066980b6df,Cumass 50 cm,,,annual_agroforestry,"Maize, green grams",50,yes,,,
Kenya,10-Apr-19,9:05:00 AM,2019,KuboSouth,13,7,-4.3707,39.4495,79.5,5,media/1554876415066.jpg,6,8,7,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,200,100,shrubland,0,0,1,0,0,0,0,0,0,0,,,,,,uuid:851a3f73-1074-43aa-a6f9-1f30d7a9dfa8,Cumass 110 cm,,,pasture_rangeland,,,,,,
Kenya,10-Apr-19,3:15:00 PM,2019,KuboSouth,13,8,-4.37614,39.4551,55.2,5,media/1554898580246.jpg,1,1,1,sloping,low_gradient_hill,bottomland,yes,yes,yes,private,0,none,125,175,cropland,0,3,1,0,0,0,1,1,0,0,no,,yes,yes,no,uuid:e4469bee-8104-454a-8af0-7321e689f228,Cumass 50 cm,,,annual_agroforestry,"Sorghum, Cotton",50,no,,,
Kenya,10-Apr-19,11:35:00 AM,2019,KuboSouth,13,9,-4.36911,39.4564,57.2,5,media/1554885340977.jpg,1,1,1,sloping,low_gradient_hill,ridge_crest,no,yes,yes,private,0,none,75,250,bushland,0,0,0,0,0,0,0,0,1,0,,,,,,uuid:ff3f58f3-1c6e-46e0-aacc-4b84711d32f0,,,,pasture_rangeland,,,,,,
Kenya,10-Apr-19,3:45:00 PM,2019,KuboSouth,13,10,-4.37846,39.4547,48.3,5,media/1554900400857.jpg,4,5,4.5,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,0,0,cropland,0,3,0,0,0,0,1,0,0,0,yes,,yes,no,no,uuid:5de2f0ef-95b3-44e4-9c2f-4d05914a4f63,Cumass 50 cm,,,annual_crop,"Maize, cowpeas, Greengrams,",50,yes,,,
Kenya,10-Apr-19,5:02:00 PM,2019,KuboSouth,13,13,-4.37471,39.4513,66.9,5,media/1554905009007.jpg,2,1,1.5,sloping,low_gradient_hill,bottomland,no,yes,yes,private,0,none,350,500,woodland,0,0,1,0,0,0,0,2,0,0,,,,,,uuid:da7ba5bb-7870-4ef3-b431-faa4d81553c2,Cumass 50 cm,,,fallow,,,,,,
Kenya,12-Apr-19,1:29:00 PM,2019,KuboSouth,13,15,-4.36925,39.45,76.4,5,media/1555065533588.jpg,5,6,5.5,sloping,medium_gradient_hill,midslope,no,no,yes,private,1,none,300,0,shrubland,0,0,1,3,0,0,1,0,1,0,,,,,,uuid:831d3c5d-b821-4e9b-aa58-d4df0f9d0e7b,Cumass 50 cm,,,pasture_rangeland,,,,,,
Kenya,26-Mar-19,3:12:00 PM,2019,KuboSouth,14,1,-4.36265,39.4444,87.7,5,media/1553602406634.jpg,8,12,10,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,350,50,bushland,0,0,1,0,0,0,1,0,1,0,,,,,,uuid:9bec156a-e68f-4dd3-a657-53db812f99ac,Cumass 50 cm,,,pasture_rangeland,,,,,,
Kenya,26-Mar-19,11:06:00 AM,2019,KuboSouth,14,2,-4.36118,39.4512,101.9,5,media/1553587633281.jpg,3,2,2.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,50,75,grassland,0,0,1,3,0,0,2,1,0,0,,,,,,uuid:f9d9c8e4-3bfe-4685-8786-42b955d13b38,Cumass 80 cm,,,fallow,,,,,,
Kenya,26-Mar-19,12:00:00 PM,2019,KuboSouth,14,3,-4.36227,39.452,90.7,5,media/1553590893214.jpg,11,11,11,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,350,350,bushland,0,0,1,0,0,0,1,0,0,0,,,,,,uuid:8b98a23d-3949-43b9-b138-3b5c6dc8f735,"Cumass 80 cm,infiltration",,,pasture_rangeland,,,,,,
Kenya,26-Mar-19,8:35:00 AM,2019,KuboSouth,14,4,-4.35459,39.4526,111.3,5,media/1553578573284.jpg,1,0,0.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,50,125,cropland,0,3,0,0,0,0,1,1,0,0,no,,no,no,no,uuid:3cd5351e-b4cb-4d9f-b22a-b64633415980,"Cumass 110 cm,infiltration",,,annual_agroforestry,"Maize, cassava, cowpeas, green grams",30,no,,,
Kenya,26-Mar-19,10:22:00 AM,2019,KuboSouth,14,5,-4.36009,39.4492,122.3,5,media/1553584993295.jpg,2,2,2,sloping,low_gradient_hill,ridge_crest,no,no,no,private,0,none,0,0,grassland,0,0,2,0,0,0,1,1,0,0,,,,,,uuid:14021e4f-3fd7-44f8-962b-c1f7efedcb8e,Cumass 100 cm,,,fallow,,,,,,
Kenya,26-Mar-19,4:20:00 PM,2019,KuboSouth,14,6,-4.35484,39.4459,64.1,5,media/1553606458551.jpg,3,7,5,sloping,valley,footslope,yes,yes,no,private,0,veg,0,25,cropland,0,3,1,0,1,0,2,2,0,0,no,,no,no,no,uuid:35cc83d9-c5bb-4593-8d12-4b44968b5a3a,Cumass 50 cm,,,annual_agroforestry,"Cocos nucifera, passion fruit, maize, cassava, green grams",45,no,,,
Kenya,26-Mar-19,2:23:00 PM,2019,KuboSouth,14,7,-4.36259,39.45,105.3,5,media/1553599413496.jpg,3,8,5.5,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,25,0,grassland,0,3,1,0,0,0,1,0,0,0,no,,no,no,no,uuid:42a04f77-91c5-4f8a-b6f5-c375bc7eb26e,Cumass 110 cm,,,annual_agroforestry,"Cotton,cassava, maize,",30,no,,,
Kenya,26-Mar-19,4:59:00 PM,2019,KuboSouth,14,8,-4.35756,39.447,66.1,5,media/1553608207192.jpg,29,30,29.5,sloping,medium_gradient_hill,footslope,yes,yes,yes,private,0,none,200,275,bushland,0,3,1,0,0,0,1,2,1,0,no,,no,no,no,uuid:ee1c20f2-b443-450c-8297-3020917caf1a,Cumass 50 cm,,,annual_crop,"Maize, beans, cassava, cashew nuts",45,no,,,
Kenya,12-Apr-19,2:27:00 PM,2019,KuboSouth,14,9,-4.3587,39.4457,55.5,4,media/1555068449330.jpg,14,11,12.5,sloping,medium_gradient_hill,footslope,no,yes,yes,private,0,none,0,0,grassland,0,0,1,0,0,0,0,1,0,0,,,,,,uuid:72e70ba0-1ba3-43c8-8786-a6f921dc350d,Cumass 20 cm,,,fallow,,,,,,
Kenya,26-Mar-19,9:25:00 AM,2019,KuboSouth,14,10,-4.35672,39.4506,106.7,5,media/1553581602608.jpg,3,4,3.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,150,50,wooded_grassland,0,0,0,0,0,0,1,1,0,0,no,,no,yes,no,uuid:04ef0fde-b2bf-4a47-935f-61a14498b47e,"Cumass 110 cm,infiltration",,,annual_agroforestry,"Anacardium occidentale, green grams, maize",50,no,,,
Kenya,31-Mar-19,3:20:00 PM,2019,KuboSouth,15,1,-4.32871,39.4451,103,5,media/1554034894658.jpg,8,9,8.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,300,25,grassland,0,0,1,0,0,0,1,0,0,0,no,Every season,no,yes,yes,uuid:1e20a715-ddf5-41ae-b51c-734755cc49d1,Cumass 44 cm,,,annual_agroforestry,"Cassava, maize, cowpeas",45,no,,,
Kenya,12-Apr-19,3:53:00 PM,2019,KuboSouth,15,2,-4.33205,39.4487,87.4,4,media/1555072553760.jpg,3,0,1.5,sloping,low_gradient_hill,ridge_crest,no,yes,yes,private,0,none,0,25,grassland,0,0,1,3,3,0,0,0,0,0,,,,,,uuid:5f3e1e6b-2e6a-4907-922c-ad329adebc2e,"Cumass 50 cm,",,,fallow,,,,,,
Kenya,23-Mar-19,11:06:00 AM,2019,KuboSouth,15,4,-4.33524,39.4462,69,5,media/1553328438313.jpg,10,11,10.5,sloping,medium_gradient_hill,footslope,no,yes,yes,private,0,none,75,25,bushland,0,0,1,0,0,0,1,0,0,0,,,,,,uuid:88627307-0984-4c8e-a445-586381a6c031,"Cumass 80 cm,",,,fallow,,,,,,
Kenya,23-Mar-19,11:53:00 AM,2019,KuboSouth,15,5,-4.3344,39.4447,85.1,5,media/1553331266550.jpg,1,0,0.5,sloping,ridges,upland,no,yes,yes,private,0,none,325,100,bushland,0,0,1,0,0,0,1,1,0,0,,,,,,uuid:422a3c49-5a4f-432b-b227-21191093f1dc,Cumass 50 cm,,,fallow,,,,,,
Kenya,23-Mar-19,1:34:00 PM,2019,KuboSouth,15,6,-4.33339,39.4438,92,5,media/1553337327974.jpg,15,15,15,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,225,200,bushland,0,0,1,0,0,0,1,1,0,0,,,,,,uuid:fd072a18-3d39-4c54-8e4e-a3e95ca23c70,Cumass 50 cm,,,fallow,,,,,,
Kenya,23-Mar-19,9:13:00 AM,2019,KuboSouth,15,7,-4.33589,39.4515,85.4,5,media/1553321642006.jpg,6,11,8.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,25,50,cropland,0,3,0,0,0,0,2,1,0,0,no,Every seasons,no,no,yes,uuid:31a89a68-30de-45ab-9b49-af071a129115,"Cumass 68 cm,infiltration",,,annual_agroforestry,"Maize, pepper,Anacardium occidentale,",40,no,,,
Kenya,23-Mar-19,4:10:00 PM,2019,KuboSouth,15,8,-4.32941,39.4468,124.9,5,media/1553346665757.jpg,12,9,10.5,sloping,medium_gradient_hill,ridge_crest,no,yes,yes,private,0,none,225,75,wooded_grassland,0,0,1,2,0,0,1,1,0,0,,,,,,uuid:9b14b595-bf78-4385-abbc-75b1a60a3817,Cumass 80 cm,,,fallow,,,,,,
Kenya,23-Mar-19,10:14:00 AM,2019,KuboSouth,15,9,-4.33586,39.4462,64.4,5,media/1553325272041.jpg,13,12,12.5,sloping,medium_gradient_hill,footslope,no,yes,yes,private,0,none,275,75,bushland,0,0,1,0,0,0,0,0,0,0,,,,,,uuid:d5680a29-8a46-46a4-a89a-dc7745d756e0,"Cumass 59 cm,infiltration",,,fallow,,,,,,
Kenya,31-Mar-19,2:12:00 PM,2019,KuboSouth,15,10,-4.32828,39.4504,96,5,media/1554030752625.jpg,18,11,14.5,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,25,25,cropland,2,3,0,0,0,0,2,2,0,0,no,,no,yes,no,uuid:9ae4ef34-eb6c-44b5-aa5d-87913b9fd2f9,Cumass 50 cm,,,perennial_crop,"Bananas, bixa,Citrus sinensis, maize",30,no,,,
Kenya,31-Mar-19,8:47:00 AM,2019,KuboSouth,16,1,-4.30928,39.4426,133.7,5,media/1554011260167.jpg,13,8,10.5,sloping,medium_gradient_hill,midslope,no,yes,yes,private,0,none,375,650,bushland,0,0,1,1,0,0,0,0,1,0,,,,,,uuid:5fdf22ed-2bae-4c9a-bbaa-454cbe9c6061,Cumass 110 cm,,,pasture_rangeland,,,,,,
Kenya,31-Mar-19,11:16:00 AM,2019,KuboSouth,16,2,-4.31042,39.449,108.4,5,media/1554020227526.jpg,11,9,10,sloping,medium_gradient_hill,midslope,yes,yes,yes,private,0,none,50,175,bushland,0,0,2,1,0,0,1,2,0,0,no,Every season,no,no,yes,uuid:335fca4b-2a8c-48cd-9ec6-08c68b490369,Cumass 50 cm,,,perennial_agroforestry,"Anacardium occidentale, mango",40,no,,,
Kenya,31-Mar-19,10:31:00 AM,2019,KuboSouth,16,3,-4.309,39.4483,119.2,5,media/1554017519330.jpg,6,4,5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,25,175,shrubland,3,1,2,0,0,0,1,2,1,0,no,,no,no,no,uuid:ba5ab44f-289c-47da-a5ca-cb55e7b51c12,Cumass 110 cm,,,annual_agroforestry,"Anacardium occidentale, Casuarina equisetifolia,Cocos nucifera",40,no,,,
Kenya,22-Mar-19,12:19:00 PM,2019,KuboSouth,16,4,-4.31688,39.4454,97.1,5,media/1553246407706.jpg,4,9,6.5,sloping,medium_gradient_hill,footslope,no,yes,yes,private,0,none,250,425,bushland,0,0,1,0,0,0,1,0,1,0,,,,,,uuid:d06b4d89-9e73-46ba-b950-a6fdaefc07f1,"Cumass 71 cm,infiltration",,,pasture_rangeland,,,,,,
Kenya,22-Mar-19,3:16:00 PM,2019,KuboSouth,16,5,-4.3188,39.4441,94,5,media/1553257062538.jpg,2,4,3,sloping,valley,footslope,no,yes,yes,private,0,none,325,250,bushland,0,0,1,0,0,0,0,0,0,0,,,,,,uuid:73d9a42d-2364-437c-b930-974d6e51eae5,"Cumass 110 cm,infiltration",,,fallow,,,,,,
Kenya,22-Mar-19,9:42:00 AM,2019,KuboSouth,16,6,-4.31638,39.4436,117.5,5,media/1553237058335.jpg,13,12,12.5,sloping,medium_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,600,1050,woodland,0,0,0,0,0,0,1,2,0,0,no,,no,no,no,uuid:567b33d4-04b4-4a7c-b35c-954c94a7f602,"Cumass 110 cm,infiltration",,,woodlot,Casuarina,50,no,,,
Kenya,31-Mar-19,9:59:00 AM,2019,KuboSouth,16,7,-4.3089,39.4481,126.8,5,media/1554015630691.jpg,4,3,3.5,sloping,low_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,50,725,shrubland,1,2,0,0,0,0,1,2,1,0,no,,no,no,no,uuid:e83d75b2-34f0-432f-85c0-56c56159bbbe,,,,perennial_crop,"Citrus sinensis, Cocos nucifera, Casuarina equisetifolia",45,no,,,
Kenya,31-Mar-19,11:50:00 AM,2019,KuboSouth,16,9,-4.312,39.4497,91,5,media/1554021673009.jpg,15,11,13,sloping,medium_gradient_hill,footslope,yes,yes,yes,private,0,none,325,125,bushland,0,1,1,0,0,0,1,1,0,0,no,Every season,no,yes,yes,uuid:982732de-23e2-48e7-9600-2e70f0b1cc29,Cumass 50 cm,,,annual_agroforestry,"Cocos nucifera,",45,no,,,
Kenya,31-Mar-19,10:55:00 AM,2019,KuboSouth,16,10,-4.30934,39.448,110.6,5,media/1554018962507.jpg,5,8,6.5,sloping,low_gradient_hill,ridge_crest,yes,yes,yes,private,0,none,75,25,cropland,0,3,1,1,0,0,1,1,0,0,no,,no,no,no,uuid:f7fcdb4f-f2b7-47d8-821d-c825afc611c1,Cumass 50 cm,,,annual_crop,"Cassava, maize, bananas",40,no,,,
,24-Nov-18,8:57:00 AM,2018,Muminji,1,1,-0.664105,37.659,1145.1,5,media/1543039121515.jpg,4,2,3,sloping,low_gradient_hill,ridge_crest,yes,yes,yes,private,1,struc,0,25,cropland,0,3,1,0,0,0,1,1,0,0,no,,yes,no,no,uuid:cac9337b-2e13-4270-a0d9-89755432d25d,"Cumass 110 cm,infiltration","Crop rotation maize and cowpeas to green grams, use fertilizer c.a.n,use how,farmer think the soil is not fertilizer",,,Green grams,50,yes,yes,,
,24-Nov-18,2:13:00 PM,2018,Muminji,1,2,-0.666883,37.666,1058.5,5,media/1543058044071.jpg,10,12,11,sloping,low_gradient_hill,footslope,yes,yes,yes,private,0,struc,50,25,cropland,0,3,0,0,0,0,2,0,0,0,yes,,no,no,no,uuid:2072fe7c-763e-45fb-9731-1b22624bfa01,,"Khat is cash crop
Use hoe,
He is trying to manage  terrace
Use manure",,,"Khat, maize",10,yes,no,,
,24-Nov-18,2:50:00 PM,2018,Muminji,1,3,-0.665796,37.6658,1055.2,5,media/1543060268047.jpg,10,12,11,sloping,low_gradient_hill,footslope,no,yes,yes,private,1,struc,0,75,shrubland,0,0,3,0,0,0,3,0,0,0,,,,,,uuid:08246a68-18e1-494d-b9a8-851b53982f0c,,"Fallow land 10 years
He stopped cultivation because soil was washed away.",,,,,,,,
,24-Nov-18,3:26:00 PM,2018,Muminji,1,4,-0.663426,37.6649,1072.5,5,media/1543062424626.jpg,9,10,9.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,0,none,400,100,bushland,0,0,1,0,0,0,1,0,0,0,,,,,,uuid:ca046694-3d2c-4801-83d0-a42febe22129,,,,,,,,,,
,24-Nov-18,9:42:00 AM,2018,Muminji,1,5,-0.662528,37.6588,1154.5,5,media/1543041768325.jpg,1,1,1,sloping,low_gradient_hill,ridge_crest,no,yes,yes,government,1,none,0,50,grassland,0,0,0,0,0,0,2,0,0,1,,,,,,uuid:79b7e105-5fe3-4412-a050-a2aa3ce95e8c,Cumass 110 cm,,,,,,,,,
,24-Nov-18,3:45:00 PM,2018,Muminji,1,6,-0.663987,37.6636,1096.2,5,media/1543063576218.jpg,12,10,11,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,50,250,bushland,0,0,3,0,0,0,3,0,1,0,,,,,,uuid:28113797-aca1-4129-b992-9e84fac2d2a5,,,,,,,,,,
,24-Nov-18,12:35:00 PM,2018,Muminji,1,7,-0.670992,37.6664,1088.9,5,media/1543052200850.jpg,9,9,9,sloping,medium_gradient_hill,midslope,yes,no,yes,private,1,veg struc,100,0,cropland,1,2,1,0,0,0,2,1,0,0,yes,,no,no,no,uuid:638d7b46-06b5-4f6c-bee3-60ae49d90fe3,"Cumass 31 cm,infiltration",Well managed terrace and grass strip,,,"Khat, maize",2,no,no,,
,24-Nov-18,10:11:00 AM,2018,Muminji,1,8,-0.666744,37.6589,1125.2,5,media/1543043556703.jpg,3,2,2.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,0,none,0,350,grassland,0,1,1,0,1,0,1,1,1,0,no,,no,yes,no,uuid:4b702e12-1ed1-4f45-b910-c19cffa2dace,"Cumass 110 cm,infiltration",,,,Fallow,40,no,no,,5
,24-Nov-18,11:28:00 AM,2018,Muminji,1,9,-0.670227,37.6601,1095.9,5,media/1543048137380.jpg,4,4,4,sloping,low_gradient_hill,footslope,yes,yes,yes,private,0,none,50,50,cropland,0,3,0,0,0,0,2,0,0,0,yes,,no,no,no,uuid:d3c89f7c-43f9-4e74-bfb8-49a969327cc4,Cumass 56 cm,"Use herbicides, use hoe",,,"Beans, khat",10,yes,no,,
,24-Nov-18,1:41:00 PM,2018,Muminji,1,10,-0.666943,37.6644,1078,5,media/1543056128428.jpg,11,12,11.5,sloping,low_gradient_hill,midslope,no,yes,yes,private,1,none,375,50,bushland,0,0,2,0,0,0,3,0,1,0,,,,,,uuid:9ad30a62-5e79-4d82-b6c7-b74b77bad50b,,,,,,,,,,
,23-Nov-18,3:40:00 PM,2018,Muminji,2,1,-0.640733,37.6702,1048.7,3,media/1542976860764.jpg,10,9,9.5,sloping,low_gradient_hill,midslope,yes,no,yes,private,1,none,0,0,cropland,3,1,1,0,0,0,2,0,0,0,no,,no,no,yes,uuid:ecfcb570-b3f7-4fc1-931d-cca996e50e44,Cumass 29 cm,"Direct sowing, burning has been done on this plot, tree stamps",,,"Maize, beans",1,no,no,Once when they were clearing for cultivation,
,23-Nov-18,12:18:00 PM,2018,Muminji,2,3,-0.643802,37.6685,1018.2,5,media/1542964745371.jpg,12,5,8.5,sloping,valley,bottomland,no,yes,yes,private,1,none,375,50,bushland,1,1,2,0,0,0,3,1,0,0,,,,,,uuid:2f54adf5-0fa8-4cf1-8c0f-bd420a978538,,,,,,,,,,
,23-Nov-18,9:58:00 AM,2018,Muminji,2,4,-0.64529,37.6643,1061.7,5,media/1542956410170.jpg,5,8,6.5,sloping,low_gradient_hill,ridge_crest,no,yes,yes,private,1,none,500,150,bushland,0,0,3,0,0,0,2,1,1,0,,,,,,uuid:3ada0c6c-bee9-478f-8d26-3e98c1d4f699,"Cumass 110 cm,infiltration",,,,,,,,,
,23-Nov-18,1:31:00 PM,2018,Muminji,2,5,-0.6435,37.6713,1039.4,5,media/1542969159479.jpg,12,18,15,sloping,medium_gradient_hill,midslope,no,yes,yes,private,1,none,350,50,bushland,0,0,2,0,0,0,2,1,0,0,,,,,,uuid:9345fd41-288d-4487-a3e8-cd76c3c2a749,"Cumass 38 cm,infiltration",This plot was cultivated before 2003 and since the farmer is waiting it to regenerates nutrients,,,,,,,,
,23-Nov-18,2:42:00 PM,2018,Muminji,2,6,-0.641425,37.6706,1050,5,media/1542973415109.jpg,20,11,15.5,sloping,medium_gradient_hill,midslope,yes,no,yes,private,1,struc,0,0,shrubland,1,2,0,0,0,0,1,1,0,0,no,,no,no,no,uuid:b829c1be-6ca4-4573-9f2e-d0965180297e,Cumass 110 cm,"Uses npk fertilizer,
Well managed terrace",,,"Khat, beans,maize",13,yes,no,,
,23-Nov-18,4:35:00 PM,2018,Muminji,2,7,-0.641058,37.6735,1086.3,4,media/1542980192065.jpg,6,4,5,sloping,low_gradient_hill,ridge_crest,yes,yes,yes,private,1,none,25,75,cropland,2,2,1,1,0,0,1,0,1,0,no,,no,no,no,uuid:55168836-1af5-46c1-b21a-eb34f601c4ce,,"Tree stamps in the plot, burning was done",,,"Green grams, cow peas",1,no,no,,
,11-Dec-18,5:02:00 PM,2018,Muminji,2,8,-0.646964,37.6719,1022.6,4,media/1544537162116.jpg,7,7,7,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,none,0,125,cropland,0,3,2,0,0,0,2,0,0,0,no,,no,no,no,uuid:61519441-0eef-4dd1-be20-b4dd4cce3508,Cumass 50 cm,"Mono cropping beans only
Inter cropping beans and maize
Crop rotation beans to cowpeas or green grams",,,"Maize, beans, cowpeas",10,yes,yes,,
,23-Nov-18,11:14:00 AM,2018,Muminji,2,9,-0.644827,37.6671,1004.7,5,media/1542960913282.jpg,38,18,28,steep,medium_gradient_hill,footslope,no,yes,yes,private,1,none,600,75,bushland,0,0,1,0,0,0,2,1,1,0,,,,,,uuid:c044f5e8-76ae-4f75-ab8d-1d8e9918dbc7,Infiltration,,,,,,,,,
,29-Nov-18,3:59:00 PM,2018,Muminji,2,10,-0.637876,37.6741,1098.5,5,media/1543496383829.jpg,7,5,6,sloping,low_gradient_hill,ridge_crest,yes,yes,yes,private,1,none,150,200,cropland,0,3,1,0,0,0,2,0,1,0,no,,no,no,no,uuid:48dcb53a-d0c0-4944-a477-1e814e4852df,Cumass 30 cm,"Use ox plough
Crop rotation from green grams to beans or cowpeas
Mono cropping green grams or cowpeas",,,"Beans, green grams",,yes,no,,
,22-Nov-18,11:23:00 AM,2018,Muminji,3,1,-0.626566,37.6593,1065.8,5,media/1542875044042.jpg,4,4,4,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,struc,250,250,cropland,0,2,2,1,0,0,2,2,1,0,yes,,no,yes,no,uuid:0257c1da-4cb1-4f62-8588-a1c32fe6fcf3,"Cumass 110,infiltration","He use manure,
Use hoe",,,"Beans, maize, cowpeas, pigeon peas",50,yes,yes,,2
,22-Nov-18,10:21:00 AM,2018,Muminji,3,2,-0.625921,37.6577,1061.3,5,media/1542871354458.jpg,6,9,7.5,sloping,medium_gradient_hill,midslope,yes,no,yes,private,1,struc,175,0,shrubland,0,3,1,0,0,0,2,0,0,0,yes,,yes,no,no,uuid:f17fd748-fb24-4d4c-9d5a-260e3f82d749,"Cumass 100,infiltration","He use manure,he uses hoe",,,Khat,50,yes,no,,
,25-Nov-18,12:03:00 PM,2018,Muminji,3,3,-0.618761,37.6656,1047,5,media/1543136652041.jpg,13,19,16,sloping,valley,bottomland,no,yes,yes,private,1,none,225,150,bushland,0,0,2,0,0,0,2,0,1,0,,,,,,uuid:7ce17220-f2db-4f71-8164-17428a2bd405,,,,,,,,,,
,25-Nov-18,9:36:00 AM,2018,Muminji,3,4,-0.61732,37.6593,1056.2,5,media/1543127844208.jpg,2,4,3,sloping,valley,bottomland,yes,yes,yes,private,1,none,0,25,cropland,0,3,0,0,0,0,2,1,0,0,yes,,no,no,no,uuid:a9800cba-1428-40c7-a789-41445e4b8b07,Cumass 50 cm,"He use manure
Home consumption
Crop rotation maize to beans
Mono cropping each season
Use hoe",,,Beans,22,yes,no,,
,22-Nov-18,3:26:00 PM,2018,Muminji,3,5,-0.624968,37.6655,1027.8,5,media/1542889622737.jpg,10,12,11,sloping,low_gradient_hill,footslope,yes,yes,yes,private,1,struc,200,25,cropland,0,3,1,0,0,0,2,1,0,0,yes,,no,no,no,uuid:015c5896-d112-4ef2-9c4d-e57d4ad8a48e,105 cm,Plot next to a seasonal stream channel,,,"Khat, maize,bananas",,yes,yes,,
,22-Nov-18,1:54:00 PM,2018,Muminji,3,6,-0.624933,37.6624,1039.5,5,media/1542884306138.jpg,12,12,12,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,struc,225,50,cropland,1,3,1,0,0,0,1,1,0,0,no,,yes,no,no,uuid:88eaa336-9b6e-4953-ae0b-9e06bf313da2,"Cumass 104 cm,infiltration","Farmer uses npk,use hoe,mono cropping maize",,,"Khat,maize",50,yes,no,,
,25-Nov-18,10:23:00 AM,2018,Muminji,3,7,-0.620232,37.6617,1069.2,5,media/1543130621702.jpg,21,19,20,steep,high_gradient_hill,midslope,yes,yes,no,private,0,struc,0,25,shrubland,0,3,0,0,0,0,1,0,0,0,yes,,no,no,no,uuid:ea03a87f-9a85-4118-90c4-8ab3b8c3e217,,"Well managed terraces,
Use manure",,,Khat,10,no,no,,
,25-Nov-18,12:26:00 PM,2018,Muminji,3,8,-0.61907,37.6672,1082,5,media/1543138027055.jpg,12,11,11.5,sloping,low_gradient_hill,midslope,yes,yes,yes,private,1,struc,0,25,cropland,0,3,0,0,0,0,2,1,0,0,yes,,yes,no,no,uuid:65466482-c023-45ad-b11e-260344f4e6f6,,"Use fertilizer
Use manure
Mono cropping
Crop rotation beans to maize or cow peas",,,Khat,30,yes,no,,
